"","","2019","2019","2019","2015","2015","2015","2010","2010","2010","2005","2005","2005","2000","2000","2000"
"Indicator","Age Group"," Both sexes"," Male"," Female"," Both sexes"," Male"," Female"," Both sexes"," Male"," Female"," Both sexes"," Male"," Female"," Both sexes"," Male"," Female"
"Tx - person-years lived above age x"," &lt;1 year","6320990.125","6328709.247","6315551.109","6165428.965","6103657.867","6234583.83","5994054.615","5960036.495","6029719.418","5754597.659","5737795.652","5770853.625","5498949.049","5457448.675","5541725.939"
"Tx - person-years lived above age x"," 1-4 years","6224227.958","6232177.453","6218545.946","6069239.329","6007702.591","6138144.522","5898566.125","5864851.358","5933914.078","5660039.593","5643521.456","5675992.203","5405322.002","5364207.854","5447693.349"
"Tx - person-years lived above age x"," 5-9 years","5846005.474","5855313.399","5838890.283","5695168.364","5634996.129","5762620.24","5530036.353","5498028.311","5563601.641","5298494.191","5283458.623","5312862.061","5051013.969","5011928.658","5091255.274"
"Tx - person-years lived above age x"," 10-14 years","5376498.605","5387546.472","5367547.447","5231816.798","5173375.94","5297424.973","5075425.446","5045522.399","5106792.086","4853982.75","4840659.927","4866519.284","4617209.606","4580486.395","4654971.494"
"Tx - person-years lived above age x"," 15-19  years","4907966.248","4920779.091","4897152.73","4769814.404","4713128.265","4833554.236","4623059.545","4595274.176","4652213.974","4411578.365","4399962.561","4422289.597","4185558.781","4151188.442","4220850.266"
"Tx - person-years lived above age x"," 20-24 years","4441409.902","4456156","4428554.899","4310929.863","4256597.493","4372165.022","4173740.008","4148370.901","4200361.112","3972113.084","3962410.186","3980775.339","3757242.935","3725521.07","3789733.202"
"Tx - person-years lived above age x"," 25-29 years","3978722.35","3995778.76","3963423.193","3858444.663","3808198.158","3915289.839","3729721.617","3707459.052","3753059.558","3537943.459","3530446.115","3544235.193","3335322.803","3306871.994","3364311.015"
"Tx - person-years lived above age x"," 30-34 years","3521204.359","3540853.456","3503157.093","3413681.745","3369324.727","3464120.368","3292559.536","3273929.916","3312040.863","3110753.078","3105339.851","3114815.049","2921588.376","2896540.378","2946917.836"
"Tx - person-years lived above age x"," 35-39 years","3070034.329","3092264.987","3049250.855","2977125.247","2939703.274","3019964.045","2863409.177","2848520.98","2878915.842","2691851.255","2687934.457","2694346.665","2517146.844","2494914.334","2539454.706"
"Tx - person-years lived above age x"," 40-44 years","2627208.193","2651610.418","2604136.355","2550406.11","2520399.896","2585095.263","2444095.281","2432603","2456001.707","2283321.344","2279959.895","2285290.215","2124043.772","2103631.375","2144403.034"
"Tx - person-years lived above age x"," 45-49 years","2196207.167","2221993.839","2171711.121","2136341.439","2113647.048","2162988.551","2037751.682","2028979.044","2046788.477","1888851.181","1885053.316","1891371.768","1745991.4","1726376.482","1765499.547"
"Tx - person-years lived above age x"," 50-54 years","1781973.442","1808058.922","1757232.439","1738916.971","1722909.615","1758212.566","1648926.86","1642176.875","1655838.878","1513574.395","1508690.05","1517340.023","1388225.056","1368843.86","1407481.005"
"Tx - person-years lived above age x"," 55-59 years","1391300.398","1416389.998","1367684.152","1364023.594","1353742.141","1377024.524","1284031.677","1278675.833","1289480.969","1164522.581","1158312.227","1169779.807","1057966.953","1038818.11","1076991.468"
"Tx - person-years lived above age x"," 60-64 years","1033065.815","1055671.527","1012102.194","1019586.243","1013741.782","1027683.069","951250.6078","946693.2875","955849.246","850219.8798","842788.5846","856851.7333","763657.0638","745182.4772","782009.9094"
"Tx - person-years lived above age x"," 65-69 years","717682.3742","736740.8156","700419.4011","715060.9687","712572.0659","719414.7815","659925.1031","656090.9722","663788.3819","579583.3149","571719.2286","586783.2484","513518.4441","496790.4192","530119.4284"
"Tx - person-years lived above age x"," 70-74 years","455277.1266","470737.4789","441706.3331","459880.4359","460352.6343","460974.2993","418861.9304","416490.1479","421307.9899","360147.1262","353499.2768","366270.0906","313890.0316","300698.7901","326973.8995"
"Tx - person-years lived above age x"," 75-79 years","254201.3021","266032.7965","244167.8173","261974.0812","264654.2222","260629.9247","234786.761","234178.2637","235535.5495","196761.7546","192476.6269","200685.2874","168152.764","159562.495","176648.5583"
"Tx - person-years lived above age x"," 80-84 years","118012.3389","125671.5955","111754.0773","125225.8876","128346.9116","123139.3764","110054.512","110340.3901","109909.0739","89502.08115","87258.92359","91521.76221","74799.64434","70172.64267","79324.89945"
"Tx - person-years lived above age x"," 85+ years","41163.98943","44691.85549","38399.44733","45742.05674","47678.67554","44392.40567","39324.80856","39506.43824","39193.25746","30943.12032","29871.88687","31873.22895","25254.60523","23213.27552","27214.63162"
"ex - expectation of life at age x"," &lt;1 year","63.20990125","63.28709247","63.15551109","61.65428965","61.03657867","62.3458383","59.94054615","59.60036495","60.29719418","57.54597659","57.37795652","57.70853625","54.98949049","54.57448675","55.41725939"
