measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,95,United Kingdom,3,Both,18,65-69 years,322,Lower respiratory infections,1,Number,2019,1065.4937218721843,1126.9085032190023,1013.4198904744438
1,Deaths,95,United Kingdom,1,Male,19,70-74 years,322,Lower respiratory infections,1,Number,2019,1229.1953025740688,1303.845311527079,1158.8328811107413
1,Deaths,95,United Kingdom,2,Female,19,70-74 years,322,Lower respiratory infections,1,Number,2019,940.4539182837585,1010.5470929908766,878.821813020924
1,Deaths,95,United Kingdom,3,Both,19,70-74 years,322,Lower respiratory infections,1,Number,2019,2169.6492208578284,2306.5326229594734,2046.530790618157
1,Deaths,95,United Kingdom,1,Male,20,75-79 years,322,Lower respiratory infections,1,Number,2019,1852.2976001468019,1953.5457066608174,1744.5261426006068
1,Deaths,95,United Kingdom,2,Female,20,75-79 years,322,Lower respiratory infections,1,Number,2019,1650.7516341716982,1779.2687894465735,1511.6320631064575
1,Deaths,95,United Kingdom,3,Both,20,75-79 years,322,Lower respiratory infections,1,Number,2019,3503.0492343184956,3698.3685278619905,3270.509744264233
1,Deaths,95,United Kingdom,1,Male,28,<1 year,322,Lower respiratory infections,1,Number,2019,39.71645759422065,50.99256963487944,29.45164796635418
1,Deaths,95,United Kingdom,2,Female,28,<1 year,322,Lower respiratory infections,1,Number,2019,29.96350750015085,38.035202335404946,22.556753550539504
1,Deaths,95,United Kingdom,3,Both,28,<1 year,322,Lower respiratory infections,1,Number,2019,69.67996509437147,88.32254693008291,53.28255870388304
1,Deaths,95,United Kingdom,1,Male,30,80-84,322,Lower respiratory infections,1,Number,2019,3240.5833970649473,3455.940601232585,2937.704094891625
1,Deaths,95,United Kingdom,2,Female,30,80-84,322,Lower respiratory infections,1,Number,2019,3359.662318612532,3640.2264277198346,2875.109951466893
1,Deaths,95,United Kingdom,3,Both,30,80-84,322,Lower respiratory infections,1,Number,2019,6600.245715677487,7055.122795923657,5846.949786284386
1,Deaths,95,United Kingdom,1,Male,160,85+ years,322,Lower respiratory infections,1,Number,2019,9938.767207513034,10697.488727225902,8583.731436797316
1,Deaths,95,United Kingdom,2,Female,160,85+ years,322,Lower respiratory infections,1,Number,2019,16411.34565125499,18064.406057692675,13294.845267532539
1,Deaths,95,United Kingdom,3,Both,160,85+ years,322,Lower respiratory infections,1,Number,2019,26350.112858767996,28693.24932558338,21853.560986322467
1,Deaths,95,United Kingdom,1,Male,5,1-4 years,494,Stroke,1,Number,2019,0.8754693091076068,1.4038303584556526,0.686396984505688
1,Deaths,95,United Kingdom,2,Female,5,1-4 years,494,Stroke,1,Number,2019,0.7834307107903643,1.3013152103233052,0.6228596779428088
1,Deaths,95,United Kingdom,3,Both,5,1-4 years,494,Stroke,1,Number,2019,1.6589000198979713,2.611731226968704,1.3250680766306213
1,Deaths,95,United Kingdom,1,Male,6,5-9 years,494,Stroke,1,Number,2019,0.9730066888002904,1.3048515700641579,0.8096831601923514
1,Deaths,95,United Kingdom,2,Female,6,5-9 years,494,Stroke,1,Number,2019,0.8798811348625857,1.38759668556142,0.6599377678873684
1,Deaths,95,United Kingdom,3,Both,6,5-9 years,494,Stroke,1,Number,2019,1.852887823662877,2.6503869968011164,1.5232624829988126
1,Deaths,95,United Kingdom,1,Male,7,10-14 years,494,Stroke,1,Number,2019,1.7926720996456191,2.480803528792484,1.5565012437703625
1,Deaths,95,United Kingdom,2,Female,7,10-14 years,494,Stroke,1,Number,2019,1.5313473410049019,2.067896908027297,1.2015010951603649
1,Deaths,95,United Kingdom,3,Both,7,10-14 years,494,Stroke,1,Number,2019,3.32401944065052,4.462901909943833,2.815784385001888
1,Deaths,95,United Kingdom,1,Male,8,15-19 years,494,Stroke,1,Number,2019,5.314815414615336,7.5861515921552085,4.602868212868831
1,Deaths,95,United Kingdom,2,Female,8,15-19 years,494,Stroke,1,Number,2019,4.19612060366914,5.5825422072204995,3.7106871872792015
1,Deaths,95,United Kingdom,3,Both,8,15-19 years,494,Stroke,1,Number,2019,9.510936018284465,13.041186153500728,8.476589704905404
1,Deaths,95,United Kingdom,1,Male,9,20-24 years,494,Stroke,1,Number,2019,13.194516667240567,17.346347381059267,11.764183898172602
1,Deaths,95,United Kingdom,2,Female,9,20-24 years,494,Stroke,1,Number,2019,8.92602346221888,11.321926282525359,7.941638169652856
1,Deaths,95,United Kingdom,3,Both,9,20-24 years,494,Stroke,1,Number,2019,22.12054012945937,28.08285009056485,20.021857883041307
1,Deaths,95,United Kingdom,1,Male,10,25-29 years,494,Stroke,1,Number,2019,29.231337327389852,34.642543467212825,26.84034828522067
1,Deaths,95,United Kingdom,2,Female,10,25-29 years,494,Stroke,1,Number,2019,20.133004515661522,23.302839623001,18.40055415889085
1,Deaths,95,United Kingdom,3,Both,10,25-29 years,494,Stroke,1,Number,2019,49.36434184305144,57.50026860302488,45.715618493377896
1,Deaths,95,United Kingdom,1,Male,11,30-34 years,494,Stroke,1,Number,2019,48.6889467974937,55.03011985145806,44.788190658896276
1,Deaths,95,United Kingdom,2,Female,11,30-34 years,494,Stroke,1,Number,2019,35.601621872352666,40.43727385207867,33.169271507885185
1,Deaths,95,United Kingdom,3,Both,11,30-34 years,494,Stroke,1,Number,2019,84.29056866984651,94.73408970548897,78.66308134106289
1,Deaths,95,United Kingdom,1,Male,12,35-39 years,494,Stroke,1,Number,2019,73.01066343198536,80.47515851660833,67.8473588100161
1,Deaths,95,United Kingdom,2,Female,12,35-39 years,494,Stroke,1,Number,2019,60.0303338722448,67.07097084082852,55.86799590120917
1,Deaths,95,United Kingdom,3,Both,12,35-39 years,494,Stroke,1,Number,2019,133.0409973042303,146.50772170539565,124.59711475540827
1,Deaths,95,United Kingdom,1,Male,13,40-44 years,494,Stroke,1,Number,2019,111.67356726077702,120.941273032892,104.40262256619432
1,Deaths,95,United Kingdom,2,Female,13,40-44 years,494,Stroke,1,Number,2019,90.48103637056516,99.97422795753333,83.79144523908636
1,Deaths,95,United Kingdom,3,Both,13,40-44 years,494,Stroke,1,Number,2019,202.15460363134224,219.36283333987205,190.32512997906656
1,Deaths,95,United Kingdom,1,Male,14,45-49 years,494,Stroke,1,Number,2019,187.36972253530942,203.07669367021325,174.88126646349815
1,Deaths,95,United Kingdom,2,Female,14,45-49 years,494,Stroke,1,Number,2019,155.461623418503,169.83279210892326,145.36628564679458
1,Deaths,95,United Kingdom,3,Both,14,45-49 years,494,Stroke,1,Number,2019,342.83134595381205,371.37413506914976,320.816371187282
1,Deaths,95,United Kingdom,1,Male,15,50-54 years,494,Stroke,1,Number,2019,310.7615551717006,330.6036957857309,293.14040639087125
1,Deaths,95,United Kingdom,2,Female,15,50-54 years,494,Stroke,1,Number,2019,259.8096297342263,282.4187004205171,240.8204633246526
1,Deaths,95,United Kingdom,3,Both,15,50-54 years,494,Stroke,1,Number,2019,570.5711849059262,609.6776478664124,535.8260912522226
1,Deaths,95,United Kingdom,1,Male,16,55-59 years,494,Stroke,1,Number,2019,475.59478573508494,505.132190842671,447.5028561120924
1,Deaths,95,United Kingdom,2,Female,16,55-59 years,494,Stroke,1,Number,2019,358.97387168330346,387.723909486087,333.8683588678969
1,Deaths,95,United Kingdom,3,Both,16,55-59 years,494,Stroke,1,Number,2019,834.56865741839,890.2265580789436,785.5613434073916
1,Deaths,95,United Kingdom,1,Male,17,60-64 years,494,Stroke,1,Number,2019,659.6988611094016,696.8231736722694,624.642490575453
1,Deaths,95,United Kingdom,2,Female,17,60-64 years,494,Stroke,1,Number,2019,499.2355333383732,537.6453749474716,463.0864850261356
1,Deaths,95,United Kingdom,3,Both,17,60-64 years,494,Stroke,1,Number,2019,1158.9343944477753,1227.3524268903927,1092.162554025613
1,Deaths,95,United Kingdom,1,Male,18,65-69 years,494,Stroke,1,Number,2019,1018.7122538701532,1079.3144985571573,958.8580275462269
1,Deaths,95,United Kingdom,2,Female,18,65-69 years,494,Stroke,1,Number,2019,794.5578792446674,849.2747085566456,743.7611356597797
